row	matrix	label_orig	label_norm	fix
4499	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)(5,3,0)(6,4,1)(7,4,1)(8,4,0)(7,4,1)	psi(W_W_(W+w2))	psi(W_W_(W+w2))	
4500	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)(5,3,1)	psi(W_W_(W+w^2))	psi(W_W_(W+w^2))	
4501	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)(5,3,1)(6,0,0)	psi(W_W_(W+w^w))	psi(W_W_(W+w^w))	
4502	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)(5,3,1)(6,1,0)	psi(W_W_(W2))	psi(W_W_(W2))	
4503	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(4,3,1)(5,3,1)(6,1,0)(5,3,0)(6,4,1)(7,4,1)(8,4,0)(6,4,1)(7,4,1)(8,1,0)	psi(W_W_(W3))	psi(W_W_(W3))	
4504	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,1)	psi(W_W_(W*w))	psi(W_W_(W*w))	
4505	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,1)(3,2,1)	psi(W_W_(W*w^2))	psi(W_W_(W*w^2))	
4506	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(3,2,1)(4,1,0)	psi(W_W_(W^2))	psi(W_W_(W^2))	
4507	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(4,1,0)	psi(W_W_(W^W))	psi(W_W_(W^W))	
4508	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(5,2,0)	psi(W_W_psi_1(W_2))	psi(W_W_psi_1(W_2))	
4509	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,1,0)(5,2,1)(6,2,1)(7,1,0)	psi(W_W_psi_1(W_W))	psi(W_W_psi_1(W_W))	
4510	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)	psi(W_W_W_2)	psi(W_W_W_2)	
4511	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(3,3,1)	psi(W_W_W_2+W_w)	psi(W_W_W_2+W_w)	
4512	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(3,3,1)(4,3,1)(5,2,0)	psi(W_W_W_2+W_W_2)	psi(W_W_W_2+W_W_2)	
4513	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(4,3,0)	psi(W_W_W_2+W_W_2*W_3)	psi(W_W_W_2+W_W_2*W_3)	
4514	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(4,3,0)(5,4,0)	psi(W_W_W_2+psi_W_(W_2+1)(W_(W_2+1)))	psi(W_W_W_2+psi_W_(W_2+1)(W_(W_2+1)))	
4515	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(5,4,0)	psi(W_W_W_2+W_(W_2+1))	psi(W_W_W_2+W_(W_2+1))	
4516	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(5,4,1)(6,4,1)(7,3,0)	psi(W_W_W_2+W_W_3)	psi(W_W_W_2+W_W_3)	
4517	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(5,4,1)(6,4,1)(7,3,0)(3,3,1)(4,3,1)(5,2,0)	psi(W_W_W_2*2)	psi(W_W_W_2*2)	
4518	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(5,4,1)(6,4,1)(7,3,0)(3,3,1)(4,3,1)(5,2,0)	psi(W_W_W_2^2)	psi(W_W_W_2^2)	
4519	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,0)	psi(W_(W_W_2+1))	psi(W_(W_W_2+1))	
4520	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,1)	psi(W_(W_W_2+w))	psi(W_(W_W_2+w))	
4521	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,1)(8,5,1)(9,1,0)	psi(W_(W_W_2+W))	psi(W_(W_W_2+W))	
4522	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,1)(8,5,1)(9,3,0)	si(W_(W_W_2+W_3))	psi(W_(W_W_2+W_3))	typo
4523	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,0)(7,5,1)(8,5,1)(9,3,0)(3,3,1)(4,3,1)(5,2,0)	psi(W_(W_W_2*2))	psi(W_(W_W_2*2))	
4524	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,1)	psi(W_(W_W_2*w))	psi(W_(W_W_2*w))	
4525	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(6,4,1)(7,3,0)(3,3,1)(4,3,1)(5,2,0)	psi(W_(W_W_2^2))	psi(W_(W_W_2^2))	
4526	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(4,3,0)(5,4,1)(6,4,1)(7,3,0)(8,4,0)	psi(W_psi_W_(W_2+1)(W_(W_2+1)))	psi(W_psi_W_(W_2+1)(W_(W_2+1)))	
4527	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(4,3,0)(5,4,1)(6,4,1)(7,4,0)	psi(W_W_(W_2+1))	psi(W_W_(W_2+1))	
4528	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(4,3,0)(5,4,1)(6,4,1)(7,4,0)(5,4,1)	psi(W_W_(W_2+w))	psi(W_W_(W_2+w))	
4529	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(4,3,0)(5,4,1)(6,4,1)(7,4,0)(5,4,1)(6,4,1)(7,2,0)	psi(W_W_(W_2*2))	psi(W_W_(W_2*2))	
4530	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(4,3,1)	psi(W_W_(W_2*w))	psi(W_W_(W_2*w))	
4531	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(4,3,1)(5,3,0)	psi(W_W_(W_2^2))	psi(W_W_(W_2^2))	
4532	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(5,2,0)	psi(W_W_(W_2^W_2))	psi(W_W_(W_2^W_2))	
4533	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,2,0)(6,3,0)	psi(W_W_psi_2(W_3))	psi(W_W_psi_2(W_3))	
4534	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,3,0)	psi(W_W_W_3)	psi(W_W_W_3)	
4535	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,0)(2,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,4,1)(5,3,0)(3,3,1)(4,3,1)(5,3,0)(3,3,0)(4,4,1)(5,4,1)(6,4,0)(4,4,1)(5,4,1)(6,4,0)	psi(W_W_W_4)	psi(W_W_W_4)	
4536	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)	psi(W_W_W_w)	psi(W_W_W_w)	
4537	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(1,1,1)	psi(W_W_W_w+W_w)	psi(W_W_W_w+W_w)	
4538	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)	psi(W_W_W_w+W_w*W)	psi(W_W_W_w+W_w*W)	
4539	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,0)	psi(W_W_W_w+psi_W_(w+1)(W_(w+1)))	psi(W_W_W_w+psi_W_(w+1)(W_(w+1)))	
4540	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)	psi(W_W_W_w+psi_W_(w+1)(W_W))	psi(W_W_W_w+psi_W_(w+1)(W_W))	
4541	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_W_W_w+psi_W_(w+1)(W_W_w))	psi(W_W_W_w+psi_W_(w+1)(W_W_w))	
4542	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(2,1,0)	psi(W_W_W_w+psi_W_(w+1)(W_W_w)*W)	psi(W_W_W_w+psi_W_(w+1)(W_W_w)*W)	
4543	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(3,2,0)	psi(W_W_W_w+psi_W_(w+1)(W_W_w+W_(w+1)))	psi(W_W_W_w+psi_W_(w+1)(W_W_w+W_(w+1)))	
4544	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(3,2,1)	psi(W_W_W_w+psi_W_(w+1)(W_W_w+W_(w2)))	psi(W_W_W_w+psi_W_(w+1)(W_W_w+W_(w2)))	
4545	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(3,2,1)(4,2,1)(5,1,0)	psi(W_W_W_w+psi_W_(w+1)(W_W_w+W_W))	psi(W_W_W_w+psi_W_(w+1)(W_W_w+W_W))	
4546	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_W_W_w+psi_W_(w+1)(W_W_w*2))	psi(W_W_W_w+psi_W_(w+1)(W_W_w*2))	
4547	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,1,0)	psi(W_W_W_w+psi_W_(w+1)(W_W_w*W))	psi(W_W_W_w+psi_W_(w+1)(W_W_w*W))	
4548	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)	psi(W_W_W_w+psi_W_(w+1)(W_W_w*W_(w+1)))	psi(W_W_W_w+psi_W_(w+1)(W_W_w*W_(w+1)))	
4549	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)	psi(W_W_W_w+psi_W_(w+1)(W_W_w*W_W))	psi(W_W_W_w+psi_W_(w+1)(W_W_w*W_W))	
4550	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_W_W_w+psi_W_(w+1)(W_W_w^2))	psi(W_W_W_w+psi_W_(w+1)(W_W_w^2))	
4551	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)	psi(W_W_W_w+psi_W_(w+1)(W_(W_w+1)))	psi(W_W_W_w+psi_W_(w+1)(W_(W_w+1)))	
4552	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)	psi(W_W_W_w+psi_W_(w+1)(W_(W_w+W)))	psi(W_W_W_w+psi_W_(w+1)(W_(W_w+W)))	
4553	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,1)	psi(W_W_W_w+psi_W_(w+1)(W_(W_w*2)))	psi(W_W_W_w+psi_W_(w+1)(W_(W_w*2)))	
4554	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)	psi(W_W_W_w+psi_W_(w+1)(W_(W_w*w)))	psi(W_W_W_w+psi_W_(w+1)(W_(W_w*w)))	
4555	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(4,2,1)(5,1,0)(1,1,1)	psi(W_W_W_w+psi_W_(w+1)(W_(W_w^2)))	psi(W_W_W_w+psi_W_(w+1)(W_(W_w^2)))	
4556	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,1,0)(6,2,0)	psi(W_W_W_w+psi_W_(w+1)(W_psi_W_(w+1)(W_(w+1))))	psi(W_W_W_w+psi_W_(w+1)(W_psi_W_(w+1)(W_(w+1))))	
4557	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)	psi(W_W_W_w+psi_W_(w+1)(W_W_(w+1)))	psi(W_W_W_w+psi_W_(w+1)(W_W_(w+1)))	
4558	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)	psi(W_W_W_w+psi_W_(w+1)(W_W_(w+2)))	psi(W_W_W_w+psi_W_(w+1)(W_W_(w+2)))	
4559	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)	psi(W_W_W_w+psi_W_(w+1)(W_W_(w2)))	psi(W_W_W_w+psi_W_(w+1)(W_W_(w2)))	
4560	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)	psi(W_W_W_w+psi_W_(w+1)(W_W_(w^2)))	psi(W_W_W_w+psi_W_(w+1)(W_W_(w^2)))	
4561	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)	psi(W_W_W_w+psi_W_(w+1)(W_W_W))	psi(W_W_W_w+psi_W_(w+1)(W_W_W))	
4562	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_W_W_w+psi_W_(w+1)(W_W_W_w))	psi(W_W_W_w+psi_W_(w+1)(W_W_W_w))	
4563	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(2,1,0)	psi(W_W_W_w+psi_W_(w+1)(W_W_W_w)*W)	psi(W_W_W_w+psi_W_(w+1)(W_W_W_w)*W)	
4564	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(3,2,0)	psi(W_W_W_w+W_(w+1))	psi(W_W_W_w+W_(w+1))	
4565	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(3,2,1)	psi(W_W_W_w+W_(w2))	psi(W_W_W_w+W_(w2))	
4566	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(3,2,1)(4,2,1)	psi(W_W_W_w+W_(w^2))	psi(W_W_W_w+W_(w^2))	
4567	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(3,2,1)(4,2,1)(5,1,0)	psi(W_W_W_w+W_W)	psi(W_W_W_w+W_W)	
4568	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_W_W_w+W_W_w)	psi(W_W_W_w+W_W_w)	
4569	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,1,0)	psi(W_W_W_w+W_W_w*W)	psi(W_W_W_w+W_W_w*W)	
4570	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)	psi(W_W_W_w+W_W_w*W_(w+1))	psi(W_W_W_w+W_W_w*W_(w+1))	
4571	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(3,2,1)(4,2,1)(5,1,0)(1,1,1)	psi(W_W_W_w+W_W_w^2)	psi(W_W_W_w+W_W_w^2)	
4572	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,0)	psi(W_W_W_w+psi_W_(W_w+1)(W_(W_w+1)))	psi(W_W_W_w+psi_W_(W_w+1)(W_(W_w+1)))	
4573	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)	psi(W_W_W_w+psi_W_(W_w+1)(W_(W_w+W)))	psi(W_W_W_w+psi_W_(W_w+1)(W_(W_w+W)))	
4574	(0,0,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,1,0)(4,2,0)(5,3,1)(6,3,1)(7,1,0)(1,1,1)	psi(W_W_W_w+psi_W_(W_w+1)(W_(W_w*2)))	psi(W_W_W_w+psi_W_(W_w+1)(W_(W_w*2)))	
